52.601322,13.136456
52.628847,13.205406
52.635303,13.220104
52.66228,13.271126
52.661312,13.283742
52.663568,13.318124
52.650185,13.391555
52.649455,13.42197
52.668278,13.458188
52.660414,13.491512
52.650955,13.540702
52.650955,13.540702
52.650955,13.540702
52.650955,13.540702
52.650955,13.540702
52.650955,13.540702
52.601322,13.136456
52.627943,13.204521
52.632584,13.213046
52.634767,13.241103
52.642613,13.284822
52.64165,13.317237
52.636094,13.375966
52.641312,13.41085
52.646201,13.457209
52.64217,13.500234
52.640502,13.535195
52.650955,13.540702
52.650955,13.540702
52.650955,13.540702
52.577027,13.582958
52.547627,13.63682
52.597766,13.103053
52.607529,13.167137
52.623238,13.203365
52.623797,13.240842
52.625951,13.28431
52.623712,13.326227
52.627662,13.366481
52.623262,13.413623
52.62357,13.456265
52.623468,13.499618
52.629057,13.528003
52.634326,13.531732
52.58175,13.573136
52.577027,13.582958
52.547627,13.63682
52.534455,13.668955
52.597766,13.103053
52.60129,13.151957
52.604922,13.197242
52.604649,13.240493
52.60165,13.284543
52.604526,13.326817
52.60472,13.370097
52.60478,13.413232
52.604545,13.456356
52.604063,13.499038
52.594673,13.537419
52.587518,13.560645
52.577027,13.582958
52.547627,13.63682
52.547627,13.63682
52.534455,13.668955
52.593131,13.119154
52.591485,13.148492
52.587812,13.202468
52.58521,13.240044
52.585794,13.283643
52.585489,13.326443
52.585635,13.370008
52.585814,13.413238
52.586521,13.458068
52.586238,13.499572
52.58824,13.539682
52.58175,13.573136
52.570345,13.58906
52.547627,13.63682
52.534455,13.668955
52.534455,13.668955
52.558907,13.124544
52.566456,13.155691
52.566856,13.196747
52.568899,13.235806
52.570613,13.282909
52.566946,13.32606
52.566813,13.369922
52.566599,13.413673
52.566997,13.456548
52.566527,13.500075
52.566469,13.543246
52.566715,13.586058
52.547808,13.632407
52.547627,13.63682
52.534455,13.668955
52.530686,13.672962
52.551825,13.120704
52.547876,13.154477
52.547536,13.196819
52.547832,13.24061
52.548389,13.283687
52.547724,13.327112
52.548277,13.36989
52.547914,13.413281
52.547909,13.456491
52.547888,13.499759
52.547844,13.542927
52.547865,13.586512
52.547474,13.632265
52.534455,13.668955
52.530686,13.672962
52.530686,13.672962
52.529296,13.110856
52.528907,13.155034
52.529006,13.197187
52.529005,13.240431
52.529103,13.283276
52.528998,13.326746
52.528876,13.369594
52.529164,13.412882
52.528818,13.456612
52.528921,13.499722
52.52833,13.542925
52.529214,13.585986
52.528999,13.62939
52.530689,13.672616
52.530686,13.672962
52.530686,13.672962
52.512059,13.117803
52.513744,13.15567
52.510167,13.197235
52.510166,13.240984
52.51004,13.283669
52.510063,13.326688
52.510243,13.371388
52.510277,13.413508
52.510125,13.456296
52.510118,13.499741
52.5102,13.542806
52.510241,13.586123
52.510325,13.629498
52.51859,13.658241
52.526186,13.669967
52.474098,13.713262
52.490337,13.123794
52.486706,13.153458
52.493068,13.196533
52.492487,13.237456
52.491175,13.283659
52.491112,13.326856
52.491006,13.370198
52.491187,13.413295
52.491039,13.456785
52.489305,13.499414
52.491188,13.542651
52.491878,13.583084
52.491619,13.6281
52.483967,13.646109
52.478902,13.699982
52.460687,13.747584
52.472375,13.110479
52.472296,13.154095
52.472513,13.199647
52.472296,13.240368
52.472564,13.284258
52.472191,13.32694
52.472973,13.371293
52.470172,13.417971
52.47223,13.456541
52.472391,13.500557
52.47358,13.543636
52.472376,13.586297
52.47165,13.629379
52.470667,13.675406
52.472048,13.713565
52.460687,13.747584
52.453256,13.111503
52.454002,13.153035
52.452087,13.192306
52.452331,13.241133
52.453356,13.28365
52.45326,13.327089
52.452995,13.370087
52.453323,13.413379
52.453267,13.456562
52.45439,13.498734
52.453548,13.543164
52.453384,13.585727
52.453189,13.629374
52.44803,13.668484
52.455426,13.722579
52.449969,13.75844
52.436504,13.106901
52.433367,13.160724
52.434334,13.197203
52.434544,13.240475
52.434557,13.283586
52.434676,13.32619
52.434428,13.370219
52.434951,13.412584
52.434449,13.456469
52.434378,13.499808
52.434368,13.543014
52.434652,13.586099
52.42624,13.63004
52.432338,13.672712
52.434362,13.715192
52.43497,13.756307
52.415343,13.108925
52.415711,13.153583
52.41552,13.197226
52.415775,13.241038
52.4155,13.283623
52.415491,13.326795
52.415761,13.369414
52.416193,13.41288
52.415598,13.453918
52.415127,13.499074
52.415516,13.542951
52.415541,13.586737
52.415294,13.624763
52.415529,13.671038
52.419369,13.721601
52.417009,13.739695
52.396267,13.110819
52.396174,13.153893
52.401539,13.206533
52.400301,13.244053
52.402515,13.285047
52.400877,13.329451
52.396533,13.369044
52.39672,13.413545
52.394174,13.442004
52.396278,13.499574
52.396908,13.543372
52.396935,13.585946
52.396578,13.629329
52.401775,13.660049
52.396607,13.715694
52.395758,13.734735
52.386378,13.113544
52.386066,13.153576
52.395199,13.177808
52.400301,13.244053
52.396346,13.305127
52.390765,13.340473
52.382196,13.388811
52.377823,13.413669
52.375055,13.436566
52.392821,13.493699
52.382143,13.554043
52.375391,13.592885
52.377585,13.629398
52.371584,13.671201
52.378282,13.699094
52.39539,13.73438
